title,summary,tags
Spatio-temporal visualisation and data exploration of traditional ecological knowledge/indigenous knowledge,"Traditional Ecological Knowledge (TEK) has been at the centre of mapping efforts for decades. Indigenous knowledge (IK) is a critical subset of TEK, and Indigenous peoples utilize a wide variety of techniques for keeping track of time. Although techniques for mapping and visualizing the temporal aspects of TEK/IK have been utilized, the spatio-temporal dimensions of TEK are not well explored visually outside of seasonal data and narrative approaches. Existing spatio-temporal models can add new visualization approaches for TEK but are limited by ontological constraints regarding time, particularly the poor support for multi-cyclical data and localized timing. For TEK to be well represented, flexible systems are needed for modelling and mapping time that correspond well with traditional conceptions of time being supported. These approaches can take cues from previous spatio-temporal visualization work in the GIS community, and from temporal depictions extant in existing cultural traditions.","['info', 'sde', 'shs']"
"François Place, Traveler of the Imaginary","The work of François Place is at the intersection of documentary and fiction, of historical or geographical reality and the imaginary. Traveler of time and space, the French artist has the gift of taking his readers of all ages through his lines, strokes, and colors into parallel universes. In turn, illustrator, author, and novelist, Place also has the genius of rethinking the very concept of children’s picture books. Born in 1957, to a schoolteacher mother and a mosaic artist father, François Place spent his childhood in Ezanville, a small town located about 20 kilometers north of Paris. He was eleven years old when the Place family moved to Touraine where his grandparents lived. François pursued his secondary studies at Tours. With a literary baccalaureate in hand, he left the Valley of the Loire in 1974, and undertook three years of advanced study in Paris, at the Ecole Estienne, a school of advanced studies for the arts and graphics industries. After graduation, he started out in business communication, publishing and advertising. In 1983, he began illustrating at Hachette, collaborating on the “Bibliothèque Rose” collection, where he participated in republishing the works of the Countess of Ségur. For Hachette Jeunesse always and for “Le Livre de Poche” collection, he worked with Henriette Bichonnier and Roselyne Morel. In 1985, he met Pierre Marchand, editor at Gallimard Jeunesse, who noticed his drawings for youth. His career as an illustrator seemed to skyrocket from this point. Gallimard entrusted him with the illustration of a series of five documentaries for the “Découverte Cadet” collection, having as a subject the discovery of the world, the great conquerors, explorers and navigators.",['shs']
"A comprehensive physicochemical, thermal, and spectroscopic characterization of zinc (II) chloride using X-ray diffraction, particle size distribution, differential scanning calorimetry, thermogravimetric analysis/differential thermogravimetric analysis, ultraviolet-visible, and Fourier transform-infrared spectroscopy","Objective: Zinc chloride is an important inorganic compound used as a source of zinc and has other numerous industrial applications. Unfortunately, it lacks reliable and accurate physicochemical, thermal, and spectral characterization information altogether. Hence, the authors tried to explore in-depth characterization of zinc chloride using the modern analytical technique. Materials and Methods: The analysis of zinc chloride was performed using powder X-ray diffraction (PXRD), particle size distribution, differential scanning calorimetry (DSC), thermogravimetric analysis/differential thermogravimetric analysis (TGA/DTG), ultraviolet-visible spectroscopy (UV-vis), and Fourier transform-infrared (FT-IR) analytical techniques. Results: The PXRD patterns showed well-defined, narrow, sharp, and the significant peaks. The crystallite size was found in the range of 14.70–55.40 nm and showed average crystallite size of 41.34 nm. The average particle size was found to be of 1.123 (d10), 3.025 (d50), and 6.712 (d90) µm and average surface area of 2.71 m2/g. The span and relative span values were 5.849 µm and 1.93, respectively. The DSC thermogram showed a small endothermic inflation at 308.10°C with the latent heat (∆H) of fusion 28.52 J/g. An exothermic reaction was observed at 449.32°C with the ∆H of decomposition 66.10 J/g. The TGA revealed two steps of the thermal degradation and lost 8.207 and 89.72% of weight in the first and second step of degradation, respectively. Similarly, the DTG analysis disclosed Tmax at 508.21°C. The UV-vis spectrum showed absorbance maxima at 197.60 nm (λmax), and FT-IR spectrum showed a peak at 511/cm might be due to the Zn–Cl stretching. Conclusions: These in-depth, comprehensive data would be very much useful in all stages of nutraceuticals/pharmaceuticals formulation research and development and other industrial applications.",['sdv']
Reducing Retrieval Time in Automated Storage and Retrieval System with a Gravitational Conveyor Based on Multi-Agent Systems,"The main objective of this study is to reduce the retrieval time of a list of products by choosing the best combination of storage and retrieval rules at any time. This is why we start by implementing some storage rules in an Automated Storage/Retrieval System (Automated Storage and Retrieval System: AS/RS) fitted with a gravity conveyor while some of these rules are dedicated to storage and others to retrieval. The system is seen as a Multi-Agent System (MAS) where the produced agents are reactive agents that can interact to achieve a behavior (organizing the store). Our MAS is characterized by a decentralized control, which means that there is no preset plan. The produced agents exchange information such as their color, their distance from the output station, etc. Each product merely applies a set of behavioral rules. The aim is to choose the best product to be retrieved in the shortest possible time. The product-type agents have no cognitive ability, but still perform complex tasks.",['spi']
Evaluation of Phenotyping and Genotyping Characterization of Serratia marcescens after Biofield Treatment,"Serratia marcescens (S. marcescens) is Gram-negative bacterium, associated with hospital-acquired infections (HAIs), especially urinary tract and wound infections. The present study was aimed to evaluate the impact of biofield treatment on phenotyping and genotyping characteristics such as antimicrobial susceptibility, biochemical reactions, biotype, DNA polymorphism, and phylogenetic relationship of S. marcescens (ATCC 13880). The lyophilized cells of S. marcescens were divided into three groups (G1, G2, and G3). Control group (G1) and treated groups (G2 and G3) of S. Marcescens cells assessed with respect to antimicrobial susceptibility, and biochemical reactions. In addition to that, samples from different groups of S. marcescens were evaluated for DNA polymorphism by Random Amplified Polymorphic DNA (RAPD), and 16S rDNA sequencing in order to establish the phylogenetic relationship of S. marcescens with different bacterial species. The treated cells of S. marcescens showed an alteration of 10.34% and 34.48% antimicrobials in G2 and G3 on 10th day, respectively as compared to control. The significant changes of biochemical reactions were also observed in treated groups of S. marcescens. The RAPD data showed an average range of 16-49.2% of polymorphism in treated samples as compared to control. Based on nucleotide homology sequences and phylogenetic analysis, the nearest homolog genus-species was found to be Pseudomonas fluorescence. These findings suggest that biofield treatment can prevent the emergence of absolute resistance to the useful antimicrobials against S. Marcescens.",['sdv']
General existence of competitive equilibrium in the growth model with an endogenous labor-leisure choice,"We prove the existence of competitive equilibrium in the canonical optimal growth model with elastic labor supply under general conditions. In this model, strong conditions to rule out corner solutions are often not well justied. We show using a separation argument that there exist Lagrange multipliers that can be viewed as a system of competitive prices. Neither Inada conditions, nor strict concavity, nor homogeneity, nor dierentiability are required for existence of a competitive equilibrium. Thus, we cover important specications used in the macroeconomics literature for which existence of a competitive equilibrium is not well understood. We give examples to illustrate the violation of the conditions used in earlier existence results but where a competitive equilibrium can be shown to exist following the approach in this paper.",['shs']
Chapitre 4 : Communiquer parfois autrement ; 1 – Ressources et potentialités linguistiques des Communications alternatives et améliorées (CAA) pour les personnes avec TSA.,"Communication is essential to quality of life. People with Autism Spectrum Disorders have a lack of this competence. AAC tools and strategies can support these persons with relevance and quality by offering autonomy, dignity and opportunity to express their skills and desires. The speech therapist’s curriculum and continuing training do not improve an AAC’s expertise course and even less in the context of ASD. Therefore, many practitioners express their uncertainty about the choice and optimal use of AAC to develop communication, language and cognitive skills. This article is written in a didactic approach. It will be discussed in the first part after a brief introduction, multimodal and semiotic elements of AAC ; In the second part, we will develop the types of tools available; Finally we will argue about evaluations to propose an appropriate AAC to a person with ASD.",['shs']
A TELEVISION ADVERTISING AND CHILD OBESITYLA PUBLICIDAD EN LA TELEVISIÓN Y LA OBESIDAD INFANTILA PUBLICIDADE NA TELEVISÃO E A OBESIDADE INFANTIL,"Child obesity is a social problem in Brazil and all over the world. It brings serious risks to people’s health and, although public administration provides expenses for treatments, leads the treatment of diseases derived from child obesity, which aggravates in adult age, to superlative expenses. Food advertising commonly takes part of the blame for the bad eating habits of children and, consequently, their overweight, due to the idea of them inducing the consumption of highly caloric products. This study aims to deepen the discussion about the relationship between television advertisements and child obesity in the Brazilian context. It was selected the CAPES platform as the main source for research, once it is the platform of highest representability of Brazilian researchers. Finally, under the light of literature review, one can notice the demystification of advertising as directly responsible for child obesity. It is also noticeable the emerging interest in mediatization as a cultural matter.La obesidad infantil es un problema social en Brasil y en todo el mundo, con graves riesgos para la salud y el gasto superlativos humana proporcionada por el gobierno en el tratamiento de enfermedades que se originan en la obesidad infantil, con un empeoramiento en la edad adulta. Parte de la culpa de la mala nutrición de los niños y, en consecuencia, el sobrepeso, por lo general atribuido a la publicidad de alimentos, mediante la inducción a la ingesta de productos con alto contenido calórico. Este estudio propone la discusión adicional de la relación de la emisión de publicidad en la televisión, con la obesidad infantil en el contexto brasileño. Seleccionado para la plataforma de la CAPES como la principal fuente para la investigación, ya que es la plataforma más representativa de los investigadores brasileños. Por último, a la luz de la revisión de la literatura, vemos la desmitificación de la publicidad como el responsable directo de la obesidad infantil. También se observa el interés emergente en la cobertura de los medios como una cuestión cultural.A obesidade infantil é um problema social no Brasil e em todo mundo, com sérios riscos à saúde das pessoas e com gastos superlativos disponibilizados pelo poder público no tratamento de doenças oriundas da obesidade infantil, com agravamento na idade adulta. Parte da culpa pela má alimentação das crianças e, consequente, do excesso de peso, costuma ser atribuída à publicidade de alimentos, por induzi-las à ingestão de produtos altamente calóricos. Este estudo propõe o aprofundamento da discussão da relação da publicidade, veiculada na televisão, com a obesidade infantil, no contexto brasileiro. Selecionou-se a plataforma CAPES como fonte principal para a pesquisa, por se tratar da plataforma com maior representatividade de pesquisadores brasileiros. Por fim, à luz da revisão da literatura, percebe-se a desmistificação da publicidade como responsável direta pela obesidade infantil. Nota-se também o interesse emergente, sobre a midiatização como uma questão cultural.",['shs']
High energy and power density TiO2 nanotube electrodes for single and complete lithium-ion batteries,"The benefits of the conformal coating of polyethylene oxide (PEO)-based polymer electrolyte by the electropolymerization technique on titania nanotubes (TiO(2)nts) are highlighted. Due to the presence of polymer electrolyte coating the nanotubes, the capacity of the half cell is improved by 45% at 1 C compared to bare TiO2nts. The polymer-coated TiO2nts in the full cell deliver an average capacity of similar to 30 mu A h cm(-2) (120 mA h g(-1)) with LiNi0.5M1.5O4, similar to 25 mu A h cm(-2) (100 mA h g(-1)) with LiFePO4 and similar to 23 mu A h cm(-2) (90 mA h g(-1)) with LiCoO2, respectively during 50 cycles. (C) 2014 Elsevier B.V. All rights reserved.",['chim']
Iron complexes as photoinitiators for radical and cationic polymerization through photoredox catalysis processes,"Six iron complexes (FeCs) with various ligands have been designed and synthesized. In combination with additives (e.g., iodonium salt, N-vinylcarbazole, amine, or chloro triazine), the FeC-based systems are able to efficiently generate radicals, cations, and radical cations on a near UV or visible light-emitting diode (LED) exposure. These systems are characterized by an unprecedented reactivity, that is, for very low content 0.02% FeC-based systems is still highly efficient in photopolymerization contrary to the most famous reference systems (Bisacylphosphine oxide) illustrating the performance of the proposed catalytic approach. This work paves the way for polymerization in soft conditions (e.g., on LED irradiation). These FeC-based systems exhibit photocatalytic properties, undergo the formation of radicals, radical cations, and cations and can operate through oxidation or/and reduction cycles. The photochemical mechanisms for the formation of the initiating species are studied using steady state photolysis, cyclic voltammetry, electron spin resonance spin trapping, and laser flash photolysis techniques.",['chim']
Summer School for Computational Fabrication and Smart Matter,"The inaugural SIGCHI Summer School for Computational Fabrication and Smart Matter, co-located with the Symposium on Computational Fabrication, invited both PhD students and world-class experts to participate in an engaging week working on engineering-focused research problems in human-computer interaction. The program not only taught students how to realize their ideas as physical prototypes but also sought to connect the traditionally disparate disciplines of computational fabrication and smart matter. This department is part of a special issue on physical computing and shape-changing interfaces.",['info']
Naphthalic anhydride derivatives: structural effects on their initiating abilities in radical and/or cationic photopolymerizations under visible light,"Only one naphthalic anhydride derivative has been reported as light sensitive photoinitiator, this prompted us to further explore the possibility to prepare a new family of photoinitiators based on this scaffold. Therefore, eight naphthalic Naphthalic anhydride derivatives (ANH1-ANH8) have been prepared and combined with an iodonium salt (and optionally N-vinylcarbazole) or an amine (and optionally 2,4,6-tris(trichloromethyl)-1,3,5-triazine) to initiate the cationic polymerization of epoxides and the free radical polymerization of acrylates under different irradiation sources, that is, very soft halogen lamp (∼ 12 mW cm−2), laser diode at 405 nm (∼1.5 mW cm−2) or blue LED centered at 455 nm (80 mW cm−2). The ANH6 based photoinitiating systems are particularly efficient for the cationic and the radical photopolymerizations, and even better than that of the well-known camphorquinone based systems. The photochemical mechanisms associated with the chemical structure/photopolymerization efficiency relationships are studied by steady state photolysis, fluorescence, cyclic voltammetry, laser flash photolysis, and electron spin resonance spin-trapping techniques.",['chim']
"Novel panchromatic photopolymerizable matrices: N,N'-dibutylquinacridone as an efficient and versatile photoinitiator","N,N'-dibutylquinacridone (DBQA) is utilized here for the first time as a high-performance panchromatic photoinitiator for the cationic polymerization (CP) of epoxides, the free radical polymerization (FRP) of acrylates, the thiol-ene polymerization and the synthesis of interpenetrated polymer networks (epoxide/acrylate) under violet, blue, green and yellow lights (emitted from LED at 405 nm, 470 nm, 520 nm, or 594 nm, or laser diode at 532 nm). It confers a panchromatic character to the photopolymerizable matrices. Remarkably, the proposed DBQA based photoinitiating systems exhibit quite excellent efficiency (the final monomer conversion for multifunctional monomers at room temperature can reach 62% and 50% in CP and FRP, respectively) and appear as much more powerful than the camphorquinone or Eosin-Y containing reference systems for visible light. For green light, DBQA is much more reactive than the literature reference (Eosin-Y) and for blue light, a good reactivity is found compared with camphorquinone. The photochemical mechanisms are studied by molecular orbital calculations, steady state photolysis, fluorescence, cyclic voltammetry, laser flash photolysis, and electron spin resonance spin trapping techniques.",['chim']
Structure/reactivity/photoinitiation ability relationships in novel benzo pyrazolo (or imidazo) isoquinolinone derivatives upon visible light LEDs,"Isoquinolinone derivatives bearing amino- or nitro- substituent (IQNs) have been synthesized as photoinitiators and combined with various additives (i.e., iodonium salt, N-vinylcarbazole, amine or 2,4,6-tris(trichloromethyl)−1,3,5-triazine) to initiate ring-opening cationic polymerizations (CP) or free radical polymerizations under exposure to visible LEDs (e.g., LEDs at 405 nm or 455 nm, or cold white LED) or a halogen lamp. Compared to the well-known camphorquinone-based systems, the novel IQNs-based combinations employed here demonstrate higher efficiencies for the CP of epoxides. The photochemically generated reactive species (i.e., cations and radicals) from the IQNs-based systems have been investigated by steady state photolysis, cyclic voltammetry, fluorescence, laser flash photolysis, and electron spin resonance spin trapping techniques. The structure/reactivity/photoinitiating ability relationships of IQNs-based combinations are also discussed; the crucial role of the excited state lifetimes of the photoinitiators to ensure efficient quenching by additives is clearly underlined",['chim']
A benzophenone-naphthalimide derivative as versatile photoinitiator for near UV and visible lights,"A benzophenone-naphthalimide derivative (BPND) bearing tertiary amine groups has been developed as a high-performance photoinitiator in combination with 2,4,6-tris(trichloromethyl)-1,3,5-triazine or an iodonium salt for both the tree radical polymerization (FRP) of acrylates and the cationic polymerization (CP) of epoxides upon exposure to near UV and visible LEDs (385–470 nm). BPND can even produce radicals without any added hydrogen donor. The photochemical mechanisms are studied by molecular orbital calculations, steady state photolysis, electron spin resonance spin trapping, fluorescence, cyclic voltammetry and laser flash photolysis techniques. These novel BPND based photoinitiating systems exhibit an efficiency higher than that of the well-known camphorquinone- based systems (FRP and CP) or comparable to that of bis(2,4,6-trimethylbenzoyl)-phenylphosphineoxide (FRP at 455 nm).",['chim']
The Discursive Effects of the Haiku-based SADUPA Poetry Technique in Palliative Care,"This qualitative study seeks to present the discursive effects of SADUPA, a new poetry-based technique centered on haiku, in the context of psycho-oncological treatment. The technique is used with a terminal cancer patient, Mr. A. The psychological processes involved with and the poetic writings arising from the technique are discussed. In particular, the discursive variations in Mr. A’s narrative of his illness are described as they occurred before and after his poetry writing. The authors suggest that writing workshops based on the brief poetic structures of the haiku can enable patients to produce a larger and more singular narrative about their end-of- life experiences.","['scco', 'shs']"
Copper and iron complexes as visible-light-sensitive photoinitiators of polymerization,"The utilization of visible lights for the fabrication of polymeric materials is recognized as a promising and environmentally friendly approach. This process relies on the photochemical generation of reactive species (e.g., radicals, radical cations, or cations) from well-designed photoinitiators (PIs) or photoinitiating systems (PISs) to initiate the polymerization reactions of different monomers (acrylates, methacrylates, epoxides, and vinyl ethers). In spite of the fact that metal complexes such as ruthenium- or iridium-based complexes have found applications in organic and polymer synthesis, the search of other low-cost metal-based complexes as PISs is emerging and attracting increasing attentions. Particularly, the concept of the photoredox catalysis has appeared recently as a unique tool for polymer synthesis upon soft conditions (use of light emitting diodes and household lamp). This highlight focuses on recently designed copper and iron complexes as PI catalysts in the application of photoinduced polymerizations (radical, cationic, interpenetrated polymer networks, and thiol-ene) or controlled radical polymerization under visible light irradiation",['chim']
Visible-light-sensitive photoredox catalysis by iron complexes: applications in cationic and radical polymerization reactions,"The development of iron complexes for the photoredox catalysis is a huge challenge. Indeed, Iron complexes can be ideal candidates due to their potential visible light absorption and redox properties but also because they are less toxic, inexpensive and environmentally friendly compared to other catalysts. In the present paper, a series of novel iron complexes have been synthesized and utilized to initiate the free radical promoted cationic polymerization of epoxides or the free radical polymerization of acrylates through photoredox catalysis processes upon exposure to near UV (385 nm) or visible violet (405 nm) light emitting diodes (LEDs). When combined with an iodonium salt and N-vinylcarbazole, the iron complex-based photoinitiating systems are able to generate radicals, cations, and radical cations. The initiation efficiency is investigated through real-time Fourier transform infrared spectroscopy and a satisfactory initiating ability is found. The mechanisms for the generation of the reactive initiating species through photoredox catalysis are studied by different methods (steady state photolysis, cyclic voltammetry and electron spin resonance spin trapping techniques) and discussed in detail",['chim']
Naphthalimide-phthalimide derivative based photoinitiating systems for polymerization reactions under blue lights,"Naphthalimide-phthalimide derivatives (NDPDs) have been synthesized and combined with an iodonium salt, N-vinylcarbazole, amine or 2,4,6-tris(trichloromethyl)-1,3,5-triazine to produce reactive species (i.e., radicals and cations). These generated reactive species are capable of initiating the cationic polymerization of epoxides and/or the radical polymerization of acrylates upon exposure to very soft polychromatic visible lights or blue lights. Compared with the well-known camphorquinone based systems used as references, the novel NDPD based combinations employed here demonstrate clearly higher efficiencies for the cationic polymerization of epoxides under air as well as the radical polymerization of acrylates. Remarkably, one of the NDPDs (i.e., NDPD2) based systems is characterized by an outstanding reactivity. The structure/reactivity/efficiency relationships of the investigated NDPDs were studied by fluorescence, cyclic voltammetry, laser flash photolysis, electron spin resonance spin trapping, and steady state photolysis techniques. The key parameters for their reactivity are provided.",['chim']
Aminothiazonaphthalic anhydride derivatives as photoinitiators for violet/ blue LED-induced cationic and radical photopolymerizations and 3D-printing resins,"The cations and radicals produced in aminothiazonaphthalic anhydride derivatives (ATNAs) combined with an iodonium salt, N-vinylcarbazole, amine, or chloro triazine initiate the ring-opening cationic polymerization of epoxides and the free radical polymerization of acrylates under LEDs at 405 or 455 nm. The photoinitiating ability of these novel photoinitiating systems is higher than that of the well-known camphorquinone-based systems. An example of the high reactivity of the new proposed photoinitiator is also provided in resins for 3D-printing using a LED projector@405 nm. The chemical mechanisms are investigated by steady-state photolysis, cyclic voltammetry, fluorescence, laser flash photolysis, and electron spin resonance spin-trapping techniques",['chim']
"Interpreting palaeofire evidence from fluvial sediments: a case study from Santa Rosa Island, California, with implications for the Younger Dryas Impact Hypothesis","Fluvial sequences from the late Pleistocene to the Holocene are exposed in Arlington Canyon, Santa Rosa Island, Northern Channel Islands, California, USA, including one outcrop that features centrally in the controversial hypothesis of an extra-terrestrial impact at the onset of the Younger Dryas. The fluvial sequence in Arlington Canyon contains a significant quantity and range of organic material, much of which has been charred. The purpose of this study was to systematically describe the key outcrop of the Arlington sequence, provide new radiocarbon age control and analyse organic material in the Arlington sediments within a rigorous palaeobotanical and palaeo-charcoal context. These analyses provide a test of previous claims for catastrophic impact-induced fire in Arlington Canyon. Carbonaceous spherular materials were identified as predominantly fungal sclerotia; ‘carbon elongates’ are predominantly arthropod coprolites, including termite frass. ‘Glassy carbon’ formed from the precipitation of tars during charcoalification. None of these materials indicate high-temperature formation or combustion. Charcoal and other materials in Arlington Canyon document widespread and frequent fires both before and after the onset of the Younger Dryas, recording predominantly low-temperature surface fires. In summary, we find no evidence in Arlington Canyon for an extra-terrestrial impact or catastrophic impact-induced fire.",['sde']
"Dislocation Core Structure at Finite Temperature Inferred by Molecular Dynamics Simulations for 1,3,5-Triamino-2,4,6- trinitrobenzene Single Crystal","The dislocation core structures and elastic properties of the insensitive energetic molecular crystal 1,3,5-triamino-2,4,6-trinitrobenzene (TATB) are investigated as a function of pressure and temperature. A new method is proposed to compute the generalized stacking fault surfaces (noted γ-surfaces) and the complete second-order elastic tensor at finite temperature through molecular dynamics (MD) simulations. The energy landscapes in the two glide planes are shown to be similar between 0 and 300 K, thus leading to almost no modification on the dislocation evolution. A spreading of the dislocation cores over a hundred Burgers vectors is observed along the [100] and [010] directions for the edge and screw dislocations at 0 and 300 K, showing that dislocations should exhibit a very low friction for these glide systems at ambient pressure. For pressures varying between 0 and 10 GPa, the γ-surfaces' energy barriers that drive the width of partial dislocations follow the increase of shear elastic constants within the considered glide planes, thus limiting the changes of the dislocation core structure.","['chim', 'phys']"
"Tris-cyclometalated iridium(III) complexes with three different ligands: a new example with 2-(2,4-difluorophenyl)pyridine-based complex","An iridium(III) complex comprising three different cyclometalated phenylpyridine-based ligands was designed and synthesized. Interestingly, mixed-ligand complexes could be obtained by using a simple and straightforward procedure. A tris(heteroleptic) IrIII complex was obtained as a mixture of stereoisomers that could not be separated. Photophysical properties of the tris(heteroleptic) complex was investigated by UV/VIS absorption and luminescence spectroscopy, and compared with those of the parent homoleptic complexes. Modelling by time-dependent density functional theory (TD-DFT) was also performed to elucidate the nature and the location of the excited state, and to support the experimental results.",['chim']
"Coopération équipe de recherche/Professeurs du groupe expérimental dans la modification des modules, la recherche ACE","Nous présenterons, ici, un exemple de coopération entre l’équipe de recherche et les professeurs du groupe expérimental dans la recherche ACE (Arithmétique et compréhension à l'école élementaire) qui s’est déroulé dans l’académie de Rennes. Pour cela, nous prendrons l’exemple des difficultés rencontrées par les professeurs expérimentaux dans l’introduction d’un système de représentation du nombre: la ligne graduée.",['shs']
"Ressources virtuelles et matérielles en mathématiques : des instruments pour travailler en classe sur le nombre, la numération et le calcul.","Caroline Poisard présente ce numéro spécial de MathémaTICE sur les ressources virtuelles et matérielles en mathématiques : des instruments pour travailler en classe sur le nombre, la numération et le calcul. Les articles de ce numéro résultent d'un travail collaboratif entre professeurs, formateurs et chercheurs de la Réunion et de la Bretagne sur plusieurs années. L'objectif de ce numéro est de valoriser et diffuser les analyses et ressources pour la classe réalisées. Dominique Tournès ouvre ce numéro spécial en présentant une analyse historique des instruments de calcul, en particulier des différents types d'abaques. Ghislaine Gueudet et Laetitia Bueno-Ravel proposent une synthèse de différents questionnements didactiques sur le boulier. Alain Pauty et Luc Tiennot ont développé et testé des bouliers virtuels pour les classes de GS, CP et CE1 et proposent une analyse en terme d'apprentissages pour les élèves. Laetitia Bueno-Ravel et Christine Harel s'intéressent aux liens possibles entre le calcul mental et le boulier en classe de CE1. Caroline Poisard, Dominique Tournès et Isabelle Cochet montrent comment une double approche : en histoire et en didactique des mathématiques a permis de mettre en place des séances de classe sur l'abaque à jetons puis le boulier en CE1. Caroline Poisard, Gwenaëlle Riou-Azou, Delphine D'hondt et Estelle Moumin montrent que le boulier est un ressource pour la classe mais aussi pour la formation des professeurs. Nathalie Daval et Alain Busser présentent également une double approche historique et didactique, et proposent des ressources pour la classe pour travailler sur la numération et le calcul avec des instruments de calcul anciens : de l'abaque à jetons aux réglettes de Genaille.","['math', 'shs']"
Internet Resources: Designing and Critiquing Materials for Scientific Inquiry,"In twenty-first century science classrooms, teachers and students are frequently engaged with Internet resources: lesson plans, digital textbooks, various kinds of software, videos, and much more. There is, in particular, a profusion of online resources for the teaching and learning of science. This raises important questions about the design of online resources that are effective and engaging, and how educators can evaluate the quality of items they find. This entry discusses criteria for evaluating such resources in terms of their relevance for science inquiry learning. It presents a set of criteria for evaluating resources, with a focus on the nature of the inquiry tasks that those resources can support and their link to authentic science practices.",['shs']
CFX to improve vine sprayingCFX pour l'amélioration de la pulvérisation de la vigne,CFX software is used to simulate sprayed droplet trajectories within vine canopies. These simulations will be used to improve sprayer setting for optimized deposits and less losses.Le logiciel CFX est utilisé pour simuler la trajectoire des gouttes pulvérisées à l'intérieur de la végétation. Ces simulations doivent permettre d'optimiser les paramètres de réglage des pulvérisateurs afin d'optimiser le dépôt et de diminuer les pertes.,['sde']
Tracking and tracing cattle movements with GPS collarsTraçabilité des déplacements de troupeaux avec collier GPS,"The OTAG project is dedicated to extensive beef production. It has worked on the design of a system that monitors cattles through their environment, via electronic collars in order to manage the spread of diseases and to optimise pasture use.",['sde']
"Prediction of the moments in advection-diffusion lattice Boltzmann method. I. Truncation dispersion, skewness, and kurtosis","The effect of the heterogeneity in the soil structure or the nonuniformity of the velocity field on the modeled resident time distribution (RTD) and breakthrough curves is quantified by their moments. While the first moment provides the effective velocity, the second moment is related to the longitudinal dispersion coefficient ( k T )in the developed Taylor regime; the third and fourth moments are characterized by their normalized values skewness (Sk) and kurtosis (Ku), respectively. The purpose of this investigation is to examine the role of the truncation corrections of the numerical scheme in k T, Sk, and Ku because of their interference with the second moment, in the form of the numerical dispersion, and in the higher-order moments, by their definition. Our symbolic procedure is based on the recently proposed extended method of moments (EMM). Originally, the EMM restores any-order physical mo- ments of the RTD or averaged distributions assuming that the solute concentration obeys the advection-diffusion equation in multidimensional steady-state velocity field, in streamwise-periodic heterogeneous structure. In our work, the EMM is generalized to the fourth-order-accurate apparent mass-conservation equation in two- and three-dimensional duct flows. The method looks for the solution of the transport equation as the product of a long harmonic wave and a spatially periodic oscillating component; the moments of the given numerical scheme are derived from a chain of the steady-state fourth-order equations at a single cell. This mathematical technique is exemplified for the truncation terms of the two-relaxation-time lattice Boltzmann scheme, using plug and parabolic flow in straight channel and cylindrical capillary with the d2Q9 and d3Q15 discrete velocity sets as simple but illustrative examples. The derived symbolic dependencies can be readily extended for advection by another, Newtonian or non-Newtonian, flow profile in any-shape open-tabular conduits. It is established that the truncation errors in the three transport coefficients k T , Sk, and Ku decay with the second-order accuracy. While the physical values of the three transport coefficients are set by Peclet number, their truncation corrections additionally depend on the two adjustable relaxation rates and the two adjustable equilibrium weight families which independently determine the convective and diffusion discretization stencils. We identify flow- and dimension-independent optimal strategies for adjustable parameters and confront them to stability requirements. Through specific choices of two relaxation rates and weights, we expect our results be directly applicable to forward-time central differences and leap-frog central-convective Du Fort-Frankel-diffusion schemes. In straight channel, a quasi-exact validation of the truncation predictions through the numerical moments becomes possible thanks to the specular-forward no-flux boundary rule. In the staircase description of a cylindrical capillary, we account for the spurious boundary- layer diffusion and dispersion because of the tangential constraint of the bounce-back no-flux boundary rule.",['sde']
"Repères de civilisation : Grande-Bretagne, Etats-Unis","Il s’agit d’un manuel d’initiation à l’histoire et aux institutions britanniques et américaines avec des courts résumés en français. Comprenant 239 pages, il est destiné aux étudiants de terminale, des classes préparatoires et de première année à l’université. J’étais responsable de la partie américaine de l’ouvrage, élaboré en collaboration avec Adrian Park (pour la partie britannique), Jean Pouvelle (pour les résumés en français) et Daniel Casanave (pour les illustrations).",['shs']
Wonders of the World: World of Man,"Livre illustré de 208 pages qui explore les manières dont l’homme a transformé sa planète dans des domaines comme l’agriculture, la pêche, l’exploitation des ressources naturelles, les villes et les villages traditionnels, le transport, la vie urbaine et le loisir.",['shs']
Water: The Essence of Life,"Livre illustré de 192 pages sur l’eau qui, visant un public de non-spécialistes, traite tous les aspects de l’eau dans la nature et par rapport à l’homme. La présentation du sujet touche aux domaines scientifique, écologique, politique, culturel et esthétique.",['shs']
Twenty-One Things to Do with Scratch in the Twenty-First Century Classroom,"Globally, programming education for children is receiving widespread attention as a part of twenty-first century skills. Learning programming is not just about learning to code, but it also helps children learn how to learn. However, unlike traditional classes where students mostly learn from teachers’ teaching, learning through programing (in a broad sense, “making”) needs to be approached differently. To make programming education more successful in elementary school classrooms, students must be self-learners, and moreover, teachers need to encourage students to be self-learners by acting as facilitators, mentors, or peers (and occasionally as teachers). Classrooms have many physical limitations, and school curricula, especially elementary school curricula, have even more limitations, such as time and subjects. How can we introduce programming and making to twenty-first century classrooms? Upon its publication, “Twenty things to do with a computer” (Papert & Solomon 1971) impacted both teachers and researchers. In this paper, I will share twenty-one things that I have been doing with Scratch and the tiny programmable computer “Cricket,” invented by MIT Media Lab, in Japanese elementary school classrooms to maximize students’ learning through making, in over 700 hours of classes for 15 years.",['info']
